Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Market Value (M€)
1,Max Aarons,eng ENG,DF,Bournemouth,24.0,2000,3.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,6.0
2,Joshua Acheampong,eng ENG,DF,Chelsea,18.0,2006,4.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.00,0.00,0.00,0.00,0.0,0.12,0.00,0.12,0.12,0.12,
3,Tyler Adams,us USA,MF,Bournemouth,25.0,1999,28.0,21.0,1.965,21.8,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,2.6,14.0,76.0,10.0,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.12,0.07,0.12,18.0
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,26.0,1997,22.0,15.0,1.409,15.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.2,5.0,42.0,1.0,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,20.0
5,Simon Adingra,ci CIV,"FW,MF",Brighton,22.0,2002,29.0,12.0,1.097,12.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,4.9,50.0,18.0,136.0,0.16,0.16,0.33,0.16,0.33,0.20,0.20,0.4,0.20,0.40,28.0
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27.0,1997,16.0,16.0,1.41,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.2,1.1,6.0,31.0,2.0,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,20.0
7,Asher Agbinone,eng ENG,MF,Crystal Palace,18.0,2005,2.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.00,0.00,0.00,0.00,0.0,0.29,0.50,0.79,0.29,0.79,0.5
8,Ola Aina,ng NGA,DF,Nott'ham Forest,27.0,1996,35.0,35.0,2.995,33.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.6,0.6,1.4,2.1,67.0,107.0,67.0,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,22.0
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23.0,2001,37.0,37.0,3.109,34.5,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,2.7,2.7,5.5,8.2,89.0,108.0,176.0,0.12,0.20,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24,35.0
10,Kristoffer Ajer,no NOR,DF,Brentford,26.0,1998,24.0,17.0,1.438,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.2,27.0,56.0,44.0,0.00,0.00,0.00,0.00,0.0,0.06,0.08,0.14,0.06,0.14,18.0
11,Manuel Akanji,ch SUI,DF,Manchester City,29.0,1995,26.0,23.0,2.014,22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,0.4,1.9,46.0,158.0,7.0,0.00,0.00,0.00,0.00,0.0,0.07,0.02,0.09,0.07,0.09,28.0
12,Nathan Aké,nl NED,DF,Manchester City,29.0,1995,10.0,8.0,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,12.0,50.0,2.0,0.00,0.00,0.00,0.00,0.0,0.03,0.00,0.03,0.03,0.03,25.0
13,Carlos Alcaraz,ar ARG,MF,Southampton,21.0,2002,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.00,0.00,0.00,0.00,0.0,0.62,0.86,1.48,0.62,1.48,14.0
14,Carlos Alcaraz,ar ARG,"FW,MF",Everton,21.0,2002,15.0,7.0,764.0,8.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.6,3.4,19.0,42.0,21.0,0.24,0.35,0.59,0.24,0.59,0.20,0.19,0.4,0.20,0.40,14.0
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,25.0,1998,33.0,28.0,2.365,26.3,3.0,6.0,9.0,3.0,0.0,0.0,5.0,0.0,1.9,1.9,7.3,9.2,51.0,232.0,94.0,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35,75.0
16,Alisson,br BRA,GK,Liverpool,31.0,1992,28.0,28.0,2.508,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.02,0.02,0.00,0.02,20.0
17,Miguel Almirón,py PAR,FW,Newcastle Utd,30.0,1994,9.0,1.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.00,0.00,0.00,0.00,0.0,0.30,0.15,0.45,0.30,0.45,18.0
18,Olabade Aluko,nan,DF,Leicester City,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
19,Edson Álvarez,mx MEX,MF,West Ham,26.0,1997,28.0,20.0,1.772,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.4,0.4,0.8,1.2,24.0,85.0,18.0,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,25.0
20,Will Alves,eng ENG,FW,Leicester City,19.0,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
21,Harry Amass,eng ENG,DF,Manchester Utd,17.0,2007,5.0,4.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,23.0,0.00,0.00,0.00,0.00,0.0,0.02,0.01,0.02,0.02,0.02,
22,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18.0,2006,2.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,3.0,0.00,0.00,0.00,0.00,0.0,0.07,0.22,0.29,0.07,0.29,
23,Mathis Amougou,fr FRA,MF,Chelsea,18.0,2006,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
24,Joachim Andersen,dk DEN,DF,Crystal Palace,28.0,1996,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.00,0.00,0.00,0.00,0.0,0.04,0.00,0.04,0.04,0.04,27.0
25,Joachim Andersen,dk DEN,DF,Fulham,28.0,1996,29.0,29.0,2.583,28.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.5,1.5,16.0,112.0,2.0,0.00,0.00,0.00,0.00,0.0,0.04,0.02,0.05,0.04,0.05,27.0
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
26,Elliot Anderson,eng ENG,MF,Nott'ham Forest,21.0,2002,37.0,33.0,2.728,30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,2.1,2.1,3.3,5.4,52.0,143.0,95.0,0.07,0.20,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,32.0
27,André,br BRA,MF,Wolves,23.0,2001,33.0,31.0,2.472,27.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.8,1.3,10.0,109.0,11.0,0.00,0.00,0.00,0.00,0.0,0.02,0.03,0.05,0.02,0.05,28.0
28,Michail Antonio,jm JAM,FW,West Ham,34.0,1990,14.0,11.0,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,
29,Antony,br BRA,"DF,MF",Manchester Utd,24.0,2000,8.0,0.0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.00,0.00,0.00,0.00,0.0,0.65,0.08,0.73,0.65,0.73,35.0
30,Julian Araujo,mx MEX,DF,Bournemouth,22.0,2001,12.0,7.0,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,4.0,14.0,22.0,0.00,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,0.01,
31,Cameron Archer,eng ENG,FW,Southampton,23.0,2001,35.0,13.0,1.441,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.7,4.9,0.5,5.4,22.0,14.0,66.0,0.12,0.00,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,
32,Alphonse Areola,fr FRA,GK,West Ham,31.0,1993,26.0,25.0,2.26,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,9.0
33,Joe Aribo,ng NGA,"MF,DF",Southampton,28.0,1996,32.0,21.0,2.013,22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.6,4.3,36.0,75.0,65.0,0.13,0.00,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,
34,Adam Armstrong,eng ENG,"FW,MF",Southampton,27.0,1997,20.0,15.0,1.248,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,3.3,2.3,1.2,3.5,25.0,21.0,79.0,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,
35,Harrison Armstrong,eng ENG,MF,Everton,17.0,2007,3.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.69,0.14,0.82,0.69,0.82,
36,Kepa Arrizabalaga,es ESP,GK,Bournemouth,29.0,1994,31.0,31.0,2.79,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,10.0
37,Marco Asensio,es ESP,MF,Aston Villa,28.0,1996,13.0,9.0,743.0,8.3,3.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,4.4,2.9,1.0,3.8,22.0,45.0,38.0,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47,
38,Brandon Austin,eng ENG,GK,Tottenham,25.0,1999,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.6
39,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,26.0,1997,26.0,3.0,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0.1,2.2,6.0,7.0,20.0,0.22,0.00,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,16.0
40,Yasin Ayari,se SWE,MF,Brighton,20.0,2003,34.0,22.0,1.965,21.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,2.3,4.8,30.0,75.0,61.0,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,22.0
41,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,32.0,1991,1.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.00,0.00,0.00,0.00,0.0,1.96,0.21,2.17,1.96,2.17,
42,Jordan Ayew,gh GHA,"FW,MF",Leicester City,32.0,1991,30.0,19.0,1.638,18.2,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,3.2,2.4,1.1,3.5,49.0,46.0,86.0,0.27,0.00,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19,
43,Benoît Badiashile,fr FRA,DF,Chelsea,23.0,2001,5.0,3.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,22.0
44,Leon Bailey,jm JAM,"FW,MF",Aston Villa,26.0,1997,24.0,14.0,1.139,12.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.5,3.3,58.0,35.0,121.0,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,28.0
45,Carlos Baleba,cm CMR,MF,Brighton,20.0,2004,34.0,31.0,2.661,29.6,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,3.1,3.1,1.3,4.4,43.0,118.0,29.0,0.10,0.03,0.14,0.10,0.14,0.10,0.05,0.15,0.10,0.15,40.0
46,Ross Barkley,eng ENG,MF,Aston Villa,30.0,1993,20.0,3.0,581.0,6.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.6,2.4,15.0,36.0,10.0,0.46,0.15,0.62,0.46,0.62,0.27,0.10,0.37,0.27,0.37,
47,Harvey Barnes,eng ENG,FW,Newcastle Utd,26.0,1997,33.0,17.0,1.755,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,7.2,7.2,4.0,11.2,93.0,83.0,192.0,0.46,0.21,0.67,0.46,0.67,0.37,0.20,0.57,0.37,0.57,35.0
48,Calvin Bassey,ng NGA,DF,Fulham,24.0,1999,35.0,34.0,3.074,34.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.1,1.2,39.0,116.0,15.0,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,25.0
49,Altay Bayındır,tr TUR,GK,Manchester Utd,26.0,1998,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,8.0
50,Jan Bednarek,pl POL,DF,Southampton,28.0,1996,30.0,30.0,2.531,28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,0.5,1.2,5.0,60.0,2.0,0.07,0.00,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
51,Armel Bella Kotchap,de GER,DF,Southampton,22.0,2001,4.0,2.0,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,0.0,0.00,0.00,0.00,0.00,0.0,0.09,0.00,0.09,0.09,0.09,
52,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26.0,1998,35.0,20.0,1.677,18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,3.8,5.3,52.0,43.0,89.0,0.11,0.38,0.48,0.11,0.48,0.08,0.20,0.29,0.08,0.29,18.0
53,Rodrigo Bentancur,uy URU,MF,Tottenham,27.0,1997,26.0,21.0,1.645,18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.3,1.3,0.4,1.7,28.0,100.0,34.0,0.11,0.00,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.10,30.0
54,Daniel Bentley,eng ENG,GK,Wolves,31.0,1993,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,1.5
55,Sander Berge,no NOR,MF,Fulham,26.0,1998,31.0,26.0,2.224,24.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,29.0,124.0,9.0,0.00,0.00,0.00,0.00,0.0,0.01,0.03,0.04,0.01,0.04,25.0
56,Lucas Bergvall,se SWE,MF,Tottenham,18.0,2006,27.0,11.0,1.212,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.00,0.07,0.07,0.00,0.07,0.05,0.04,0.09,0.05,0.09,38.0
57,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,21.0,2002,30.0,29.0,2.482,27.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,40.0,70.0,78.0,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,
58,Beto,gw GNB,FW,Everton,26.0,1998,30.0,15.0,1.534,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,8.2,8.2,1.2,9.4,15.0,16.0,77.0,0.47,0.00,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,22.0
59,Philip Billing,dk DEN,MF,Bournemouth,28.0,1996,10.0,1.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,3.0,15.0,13.0,0.00,0.00,0.00,0.00,0.0,0.28,0.54,0.82,0.28,0.82,
60,Yves Bissouma,ml MLI,MF,Tottenham,27.0,1996,28.0,16.0,1.408,15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.6,0.6,0.3,0.9,15.0,75.0,3.0,0.13,0.00,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,25.0
61,Oscar Bobb,no NOR,FW,Manchester City,21.0,2003,3.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.41,0.41,0.00,0.41,25.0
62,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,20.0,2004,8.0,5.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.00,0.00,0.00,0.00,0.0,0.01,0.02,0.03,0.01,0.03,
63,Willy Boly,ci CIV,DF,Nott'ham Forest,33.0,1991,6.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.00,0.00,0.00,0.00,0.0,0.04,0.00,0.04,0.04,0.04,
64,Sven Botman,nl NED,DF,Newcastle Utd,24.0,2000,8.0,6.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.1,0.0,7.0,0.0,0.00,0.00,0.00,0.00,0.0,0.12,0.12,0.24,0.12,0.24,42.0
65,Jarrod Bowen,eng ENG,"FW,MF",West Ham,27.0,1996,34.0,34.0,2.973,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,8.6,7.8,6.8,14.7,109.0,91.0,212.0,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44,40.0
66,Conor Bradley,nir NIR,DF,Liverpool,21.0,2003,19.0,7.0,754.0,8.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.4,2.1,35.0,33.0,39.0,0.00,0.24,0.24,0.00,0.24,0.08,0.17,0.25,0.08,0.25,30.0
67,Jarrad Branthwaite,eng ENG,DF,Everton,22.0,2002,30.0,28.0,2.511,27.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.7,1.9,10.0,66.0,2.0,0.00,0.04,0.04,0.00,0.04,0.04,0.02,0.07,0.04,0.07,50.0
68,James Bree,eng ENG,DF,Southampton,26.0,1997,17.0,13.0,1.075,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,13.0,34.0,43.0,0.00,0.08,0.08,0.00,0.08,0.01,0.08,0.08,0.01,0.08,
69,Ben Brereton,cl CHI,FW,Southampton,25.0,1999,10.0,4.0,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,12.0,9.0,42.0,0.00,0.00,0.00,0.00,0.0,0.18,0.02,0.2,0.18,0.20,
70,Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,26.0,1998,18.0,7.0,702.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.7,2.4,20.0,14.0,33.0,0.26,0.00,0.26,0.26,0.26,0.22,0.09,0.31,0.22,0.31,
71,Armando Broja,al ALB,FW,Everton,22.0,2001,10.0,4.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,12.0,2.0,26.0,0.00,0.00,0.00,0.00,0.0,0.03,0.05,0.08,0.03,0.08,12.0
72,David Brooks,wls WAL,"FW,MF",Bournemouth,27.0,1997,29.0,9.0,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,1.9,4.4,35.0,35.0,83.0,0.19,0.00,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41,
73,Emi Buendía,ar ARG,"MF,FW",Aston Villa,27.0,1996,12.0,0.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,7.0,6.0,0.00,0.00,0.00,0.00,0.0,0.60,0.02,0.62,0.60,0.62,
74,Santiago Bueno,uy URU,DF,Wolves,25.0,1998,29.0,18.0,1.687,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,28.0,1.0,0.00,0.00,0.00,0.00,0.0,0.02,0.00,0.02,0.02,0.02,
75,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,19.0,2004,31.0,14.0,1.523,16.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,3.9,3.9,3.1,7.0,39.0,54.0,74.0,0.30,0.12,0.41,0.30,0.41,0.23,0.18,0.41,0.23,0.41,20.0
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
76,Cameron Burgess,au AUS,DF,Ipswich Town,28.0,1995,18.0,16.0,1.541,17.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.5,1.6,2.0,42.0,4.0,0.00,0.12,0.12,0.00,0.12,0.06,0.03,0.09,0.06,0.09,
77,Dan Burn,eng ENG,DF,Newcastle Utd,32.0,1992,37.0,37.0,3.33,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,2.0,2.0,0.9,2.8,12.0,75.0,14.0,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,
78,Wes Burns,wls WAL,"FW,DF",Ipswich Town,29.0,1994,18.0,12.0,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.6,2.2,38.0,8.0,65.0,0.00,0.10,0.10,0.00,0.1,0.05,0.16,0.21,0.05,0.21,
79,Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,21.0,2003,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.94,0.00,0.94,0.94,0.94,
80,Moisés Caicedo,ec ECU,"MF,DF",Chelsea,22.0,2001,38.0,38.0,3.351,37.2,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,0.8,0.8,3.0,3.8,43.0,215.0,37.0,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.10,90.0
81,Tom Cairney,sct SCO,MF,Fulham,33.0,1991,25.0,3.0,628.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,1.1,1.8,18.0,53.0,33.0,0.29,0.00,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,
82,Jens Cajuste,se SWE,MF,Ipswich Town,24.0,1999,30.0,25.0,1.959,21.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.5,26.0,59.0,20.0,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07,
83,Riccardo Calafiori,it ITA,DF,Arsenal,22.0,2002,19.0,11.0,983.0,10.9,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.1,22.0,54.0,29.0,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11,35.0
84,Dominic Calvert-Lewin,eng ENG,FW,Everton,27.0,1997,26.0,19.0,1.609,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.7,6.7,0.6,7.4,23.0,20.0,112.0,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,
85,Diego Carlos,br BRA,DF,Aston Villa,31.0,1993,10.0,8.0,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,3.0,34.0,0.0,0.00,0.00,0.00,0.00,0.0,0.07,0.00,0.07,0.07,0.07,
86,Fabio Carvalho,pt POR,"FW,MF",Brentford,21.0,2002,19.0,3.0,455.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,9.0,17.0,23.0,0.40,0.20,0.59,0.40,0.59,0.49,0.13,0.62,0.49,0.62,
87,Casemiro,br BRA,MF,Manchester Utd,32.0,1992,24.0,18.0,1.494,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,2.3,4.2,4.0,84.0,28.0,0.06,0.00,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,
88,Kaelan Casey,eng ENG,DF,West Ham,19.0,2004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
89,Matty Cash,pl POL,DF,Aston Villa,26.0,1997,27.0,24.0,2.07,23.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.5,0.5,1.1,1.6,48.0,42.0,90.0,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,25.0
